iteration	epoch	batch	time/img	loss_rgb	loss_normal	loss_laplacian	loss_perceptual	loss_uniform	loss_neighbor	loss_total	prop_head0	prop_head1	prop_head2	prop_head3	prop_head4	prop_head5
306000	120	170	0.013255	0.008307	0.000345	0.000106	0.011293	0.000330	0.020160	0.040541	0.167284	0.165620	0.165440	0.164346	0.165002	0.172309
308000	120	2170	0.013261	0.008278	0.000339	0.000106	0.011262	0.000315	0.020140	0.040440	0.166031	0.165313	0.167094	0.165750	0.165156	0.170656
310000	121	1600	0.013339	0.008294	0.000337	0.000106	0.011271	0.000331	0.020273	0.040612	0.167643	0.165573	0.168011	0.162283	0.165924	0.170566
312000	122	1030	0.013266	0.008191	0.000341	0.000107	0.011199	0.000330	0.019864	0.040033	0.167276	0.165690	0.168316	0.162126	0.165651	0.170941
314000	123	460	0.013285	0.008248	0.000341	0.000107	0.011224	0.000320	0.019999	0.040238	0.167979	0.167182	0.167722	0.162298	0.165362	0.169456
316000	123	2460	0.013310	0.008272	0.000341	0.000107	0.011253	0.000328	0.019950	0.040251	0.164563	0.166125	0.167813	0.163344	0.167031	0.171125
318000	124	1890	0.013389	0.008197	0.000353	0.000107	0.011239	0.000319	0.019787	0.040002	0.165018	0.165299	0.167675	0.165065	0.168347	0.168597
320000	125	1320	0.013473	0.008179	0.000346	0.000107	0.011166	0.000328	0.019766	0.039893	0.166440	0.166307	0.167878	0.162306	0.165799	0.171269
322000	126	750	0.013287	0.008133	0.000339	0.000106	0.011132	0.000325	0.019663	0.039699	0.168605	0.163267	0.164674	0.166932	0.167190	0.169331
324000	127	180	0.013259	0.008113	0.000342	0.000106	0.011093	0.000327	0.019704	0.039685	0.166440	0.163361	0.168355	0.164150	0.168706	0.168988
326000	127	2180	0.013383	0.008104	0.000358	0.000108	0.011088	0.000327	0.019794	0.039779	0.167063	0.165594	0.166750	0.163125	0.165906	0.171563
328000	128	1610	0.013411	0.008201	0.000351	0.000107	0.011160	0.000331	0.019868	0.040019	0.166354	0.164002	0.168909	0.162080	0.167675	0.170980
330000	129	1040	0.013238	0.008102	0.000346	0.000107	0.011078	0.000323	0.019616	0.039571	0.166667	0.166284	0.167573	0.161587	0.167300	0.170590
332000	130	470	0.013315	0.008123	0.000346	0.000107	0.011101	0.000322	0.019724	0.039722	0.165807	0.167081	0.169746	0.162939	0.166776	0.167651
334000	130	2470	0.013183	0.008035	0.000347	0.000107	0.011011	0.000330	0.019723	0.039554	0.161688	0.167781	0.167187	0.164125	0.168000	0.171219
336000	131	1900	0.013406	0.008088	0.000343	0.000107	0.011071	0.000334	0.019643	0.039586	0.166417	0.164643	0.170207	0.162963	0.166643	0.169128
338000	132	1330	0.013370	0.008104	0.000345	0.000107	0.011076	0.000335	0.019770	0.039737	0.169097	0.166167	0.165963	0.163283	0.165463	0.170027
340000	133	760	0.013318	0.008059	0.000343	0.000107	0.011035	0.000322	0.019467	0.039333	0.168769	0.165033	0.166760	0.164213	0.168800	0.166424
342000	134	190	0.013282	0.007994	0.000341	0.000107	0.011006	0.000327	0.019588	0.039364	0.168503	0.166604	0.165823	0.162713	0.165909	0.170449
344000	134	2190	0.013549	0.007965	0.000351	0.000107	0.010953	0.000326	0.019408	0.039110	0.167219	0.163531	0.169031	0.163688	0.166969	0.169563
346000	135	1620	0.013558	0.007967	0.000350	0.000108	0.010958	0.000329	0.019510	0.039222	0.166917	0.166846	0.166542	0.165526	0.164807	0.169363
348000	136	1050	0.013384	0.008032	0.000353	0.000107	0.010992	0.000327	0.019561	0.039371	0.167393	0.166190	0.167690	0.159493	0.165213	0.174020
350000	137	480	0.013354	0.007965	0.000350	0.000108	0.010955	0.000326	0.019398	0.039103	0.165932	0.164877	0.168870	0.164260	0.167323	0.168737
352000	137	2480	0.013297	0.007894	0.000353	0.000108	0.010881	0.000329	0.019248	0.038813	0.164062	0.167344	0.165937	0.164719	0.167656	0.170281
354000	138	1910	0.013425	0.007772	0.000352	0.000108	0.010754	0.000326	0.019216	0.038528	0.165369	0.165284	0.165534	0.163408	0.168401	0.172004
356000	139	1340	0.013291	0.007993	0.000352	0.000109	0.010945	0.000324	0.019495	0.039217	0.166190	0.164862	0.167261	0.164455	0.168136	0.169097
358000	140	770	0.013439	0.007936	0.000353	0.000108	0.010897	0.000326	0.019518	0.039137	0.164901	0.168417	0.166463	0.164987	0.165807	0.169425
360000	141	200	0.013257	0.007914	0.000348	0.000108	0.010862	0.000322	0.019332	0.038887	0.167104	0.165065	0.164260	0.164494	0.167331	0.171746
362000	141	2200	0.013312	0.007914	0.000356	0.000108	0.010886	0.000332	0.019261	0.038857	0.166250	0.166125	0.165719	0.163656	0.168313	0.169937
364000	142	1630	0.013339	0.007861	0.000366	0.000108	0.010830	0.000329	0.019232	0.038726	0.166589	0.166932	0.167268	0.167011	0.163572	0.168628
366000	143	1060	0.013268	0.007868	0.000352	0.000108	0.010840	0.000327	0.019225	0.038721	0.164072	0.165065	0.167307	0.165893	0.164455	0.173207
368000	144	490	0.013237	0.007907	0.000348	0.000108	0.010850	0.000317	0.019324	0.038853	0.164189	0.166987	0.166510	0.165127	0.166979	0.170207
370000	144	2490	0.013312	0.007824	0.000350	0.000109	0.010789	0.000328	0.019147	0.038546	0.165063	0.167937	0.166313	0.163812	0.166313	0.170563
372000	145	1920	0.013304	0.007842	0.000350	0.000108	0.010793	0.000334	0.019196	0.038623	0.166315	0.164127	0.168401	0.162775	0.167018	0.171363
374000	146	1350	0.013358	0.007893	0.000351	0.000108	0.010828	0.000334	0.019203	0.038718	0.164651	0.165831	0.166135	0.166503	0.164736	0.172145
376000	147	780	0.013423	0.007728	0.000358	0.000109	0.010688	0.000328	0.018979	0.038191	0.165448	0.165088	0.166143	0.162767	0.169441	0.171113
378000	148	210	0.013261	0.007759	0.000352	0.000109	0.010730	0.000322	0.019032	0.038304	0.165963	0.161220	0.166034	0.167073	0.170636	0.169074
380000	148	2210	0.013225	0.007834	0.000354	0.000109	0.010769	0.000318	0.019288	0.038670	0.167937	0.162844	0.165156	0.165156	0.169156	0.169750
382000	149	1640	0.013392	0.007741	0.000352	0.000108	0.010704	0.000324	0.018959	0.038188	0.166549	0.168144	0.166737	0.163814	0.166253	0.168503
384000	150	1070	0.013140	0.007728	0.000349	0.000109	0.010690	0.000323	0.019068	0.038267	0.166354	0.168183	0.165916	0.162033	0.165471	0.172043
386000	151	500	0.013240	0.007687	0.000355	0.000109	0.010604	0.000327	0.018961	0.038042	0.167683	0.164494	0.168105	0.161658	0.168464	0.169597
388000	151	2500	0.013332	0.007666	0.000354	0.000109	0.010633	0.000325	0.019010	0.038097	0.166875	0.167219	0.164563	0.163312	0.167375	0.170656
390000	152	1930	0.013327	0.007676	0.000352	0.000109	0.010617	0.000330	0.018973	0.038058	0.166253	0.166917	0.167745	0.161837	0.166854	0.170394
392000	153	1360	0.013118	0.007641	0.000352	0.000109	0.010568	0.000324	0.018884	0.037878	0.167479	0.163830	0.164166	0.165291	0.166940	0.172293
394000	154	790	0.013194	0.007751	0.000354	0.000109	0.010687	0.000341	0.018880	0.038122	0.167792	0.165635	0.164690	0.164400	0.164963	0.172520
396000	155	220	0.013071	0.007600	0.000360	0.000109	0.010562	0.000323	0.018872	0.037826	0.166526	0.166628	0.166893	0.163541	0.166549	0.169863
398000	155	2220	0.013028	0.007746	0.000359	0.000109	0.010682	0.000332	0.019115	0.038343	0.169125	0.167313	0.165094	0.161031	0.165469	0.171969
400000	156	1650	0.013040	0.007625	0.000358	0.000109	0.010577	0.000328	0.018672	0.037669	0.166800	0.164080	0.166604	0.165932	0.164244	0.172340
402000	157	1080	0.013191	0.007642	0.000358	0.000110	0.010557	0.000331	0.018733	0.037731	0.168808	0.165463	0.162978	0.162900	0.166792	0.173059
404000	158	510	0.013219	0.007525	0.000359	0.000110	0.010486	0.000324	0.018670	0.037473	0.166190	0.166378	0.169347	0.162603	0.165237	0.170246
406000	158	2510	0.013159	0.007748	0.000362	0.000109	0.010690	0.000332	0.018917	0.038159	0.163500	0.166250	0.166063	0.164625	0.167250	0.172313
408000	159	1940	0.013078	0.007708	0.000356	0.000110	0.010617	0.000329	0.018885	0.038004	0.165541	0.167901	0.165494	0.162345	0.169839	0.168878
410000	160	1370	0.013100	0.007658	0.000359	0.000110	0.010598	0.000321	0.018721	0.037766	0.166417	0.165885	0.167753	0.163064	0.167503	0.169378
412000	161	800	0.013144	0.007543	0.000356	0.000110	0.010478	0.000324	0.018581	0.037392	0.164049	0.165651	0.167698	0.163799	0.167120	0.171684
414000	162	230	0.013042	0.007564	0.000360	0.000110	0.010488	0.000327	0.018703	0.037551	0.165471	0.166440	0.167182	0.165916	0.166745	0.168245
416000	162	2230	0.013022	0.007598	0.000354	0.000110	0.010563	0.000334	0.018858	0.037817	0.166250	0.166531	0.167844	0.165625	0.165156	0.168594
418000	163	1660	0.013076	0.007554	0.000357	0.000110	0.010488	0.000318	0.018668	0.037495	0.165838	0.169847	0.166049	0.163924	0.167112	0.167229
420000	164	1090	0.013146	0.007569	0.000360	0.000110	0.010474	0.000328	0.018714	0.037555	0.166870	0.167136	0.167643	0.162494	0.166987	0.168870
422000	165	520	0.013018	0.007634	0.000355	0.000110	0.010534	0.000328	0.018965	0.037926	0.168503	0.163697	0.164041	0.164916	0.167159	0.171684
424000	165	2520	0.013135	0.007793	0.000364	0.000109	0.010702	0.000327	0.019139	0.038434	0.166906	0.166813	0.164875	0.163250	0.166125	0.172031
426000	166	1950	0.013182	0.007728	0.000361	0.000110	0.010626	0.000325	0.018905	0.038055	0.166440	0.166807	0.165135	0.164408	0.165690	0.171519
428000	167	1380	0.013073	0.007507	0.000364	0.000109	0.010476	0.000323	0.018762	0.037541	0.168425	0.162619	0.166878	0.162205	0.168362	0.171512
430000	168	810	0.013133	0.007451	0.000357	0.000110	0.010398	0.000326	0.018380	0.037022	0.166034	0.163424	0.169574	0.165713	0.166971	0.168284
432000	169	240	0.013178	0.007506	0.000354	0.000110	0.010397	0.000329	0.018672	0.037369	0.168909	0.165174	0.164244	0.162736	0.166792	0.172145
434000	169	2240	0.012981	0.007511	0.000361	0.000110	0.010410	0.000320	0.018460	0.037172	0.168375	0.166687	0.164563	0.162562	0.166844	0.170969
436000	170	1670	0.013119	0.007421	0.000358	0.000110	0.010360	0.000329	0.018337	0.036914	0.166565	0.163400	0.166940	0.163549	0.169136	0.170410
438000	171	1100	0.013187	0.007428	0.000359	0.000110	0.010353	0.000327	0.018406	0.036982	0.168144	0.166034	0.168183	0.164072	0.164002	0.169566
440000	172	530	0.013096	0.007435	0.000366	0.000110	0.010366	0.000329	0.018441	0.037047	0.166745	0.166995	0.165580	0.164025	0.166667	0.169988
442000	172	2530	0.013009	0.007484	0.000364	0.000110	0.010397	0.000326	0.018521	0.037202	0.165219	0.167625	0.164437	0.163875	0.168219	0.170625
444000	173	1960	0.013014	0.007519	0.000362	0.000110	0.010422	0.000323	0.018633	0.037369	0.164908	0.165229	0.166690	0.163838	0.168800	0.170535
446000	174	1390	0.013180	0.007481	0.000370	0.000111	0.010414	0.000336	0.018591	0.037301	0.166753	0.166510	0.164111	0.163658	0.167659	0.171308
448000	175	820	0.013132	0.007414	0.000364	0.000110	0.010349	0.000335	0.018273	0.036845	0.165135	0.167073	0.164807	0.166346	0.164393	0.172246
450000	176	250	0.013021	0.007448	0.000365	0.000110	0.010366	0.000331	0.018458	0.037077	0.167409	0.165752	0.168034	0.162744	0.166331	0.169730
452000	176	2250	0.013171	0.007421	0.000362	0.000111	0.010313	0.000330	0.018438	0.036974	0.166594	0.167187	0.165063	0.163906	0.167563	0.169687
454000	177	1680	0.013250	0.007439	0.000366	0.000111	0.010378	0.000327	0.018265	0.036886	0.165479	0.168214	0.166253	0.165213	0.165338	0.169503
456000	178	1110	0.013162	0.007378	0.000360	0.000111	0.010283	0.000326	0.018284	0.036741	0.166487	0.166081	0.165010	0.163267	0.168550	0.170605
458000	179	540	0.013118	0.007561	0.000361	0.000111	0.010445	0.000336	0.018628	0.037441	0.166346	0.168917	0.165995	0.164893	0.165760	0.168089
460000	179	2540	0.013282	0.007415	0.000368	0.000111	0.010368	0.000324	0.018194	0.036780	0.168187	0.166281	0.166156	0.166906	0.164687	0.167781
462000	180	1970	0.013174	0.007417	0.000361	0.000110	0.010333	0.000326	0.018375	0.036922	0.162869	0.165455	0.167276	0.163932	0.169417	0.171051
464000	181	1400	0.013202	0.007386	0.000361	0.000111	0.010278	0.000324	0.018408	0.036868	0.163924	0.168261	0.167815	0.163220	0.167175	0.169605
466000	182	830	0.013132	0.007325	0.000364	0.000111	0.010228	0.000331	0.018144	0.036504	0.163830	0.166792	0.166331	0.166292	0.166839	0.169917
468000	183	260	0.013214	0.007294	0.000367	0.000112	0.010190	0.000333	0.018030	0.036326	0.165854	0.167901	0.164119	0.164486	0.169222	0.168417
470000	183	2260	0.013278	0.007378	0.000366	0.000112	0.010257	0.000327	0.018380	0.036819	0.166469	0.165813	0.164937	0.165406	0.167250	0.170125
472000	184	1690	0.013158	0.007412	0.000362	0.000111	0.010307	0.000335	0.018321	0.036847	0.167112	0.167940	0.165534	0.163971	0.166448	0.168995
474000	185	1120	0.013033	0.007295	0.000368	0.000112	0.010201	0.000329	0.018073	0.036379	0.167503	0.165971	0.163056	0.165088	0.169034	0.169347
476000	186	550	0.013119	0.007306	0.000366	0.000111	0.010210	0.000332	0.018120	0.036446	0.167651	0.168503	0.169120	0.162963	0.164963	0.166800
478000	186	2550	0.013150	0.007343	0.000369	0.000111	0.010249	0.000336	0.018225	0.036634	0.168125	0.166625	0.164906	0.165000	0.167594	0.167750
480000	187	1980	0.013200	0.007316	0.000368	0.000111	0.010189	0.000328	0.018247	0.036559	0.165948	0.163963	0.168605	0.162744	0.168808	0.169933
482000	188	1410	0.013186	0.007194	0.000368	0.000111	0.010099	0.000331	0.017924	0.036027	0.164963	0.164705	0.165494	0.163314	0.169199	0.172324
484000	189	840	0.013223	0.007250	0.000363	0.000111	0.010135	0.000321	0.018072	0.036253	0.168276	0.164440	0.168355	0.163658	0.165284	0.169988
486000	190	270	0.013201	0.007348	0.000363	0.000111	0.010230	0.000332	0.018052	0.036436	0.165369	0.166901	0.166784	0.163666	0.167440	0.169839
488000	190	2270	0.013347	0.007350	0.000365	0.000110	0.010193	0.000327	0.018241	0.036587	0.164906	0.166781	0.165844	0.164469	0.167031	0.170969
490000	191	1700	0.013279	0.007199	0.000365	0.000111	0.010094	0.000316	0.018023	0.036109	0.166807	0.164119	0.164018	0.166862	0.169066	0.169128
492000	192	1130	0.013259	0.007256	0.000364	0.000111	0.010137	0.000323	0.018049	0.036241	0.165534	0.165659	0.168722	0.164025	0.166948	0.169113
494000	193	560	0.013327	0.007180	0.000368	0.000111	0.010041	0.000329	0.017866	0.035896	0.168753	0.165885	0.166612	0.163861	0.166792	0.168097
496000	193	2560	0.013239	0.007231	0.000368	0.000111	0.010127	0.000329	0.018133	0.036299	0.167656	0.167469	0.161656	0.164781	0.168125	0.170313
498000	194	1990	0.013250	0.007195	0.000368	0.000112	0.010077	0.000338	0.018034	0.036124	0.165174	0.166401	0.164572	0.163986	0.168003	0.171863
500000	195	1420	0.013205	0.007230	0.000371	0.000112	0.010115	0.000333	0.017971	0.036132	0.163697	0.163838	0.168878	0.166276	0.165323	0.171988
502000	196	850	0.013207	0.007155	0.000367	0.000112	0.010017	0.000336	0.017806	0.035794	0.165135	0.166151	0.168722	0.163627	0.166229	0.170136
504000	197	280	0.013089	0.007143	0.000373	0.000112	0.010015	0.000340	0.018012	0.035996	0.169113	0.163994	0.167237	0.163877	0.164705	0.171074
506000	197	2280	0.013254	0.007162	0.000365	0.000112	0.010032	0.000321	0.017923	0.035916	0.165563	0.166063	0.168281	0.163875	0.165906	0.170313
508000	198	1710	0.013025	0.007129	0.000364	0.000112	0.010015	0.000331	0.017866	0.035817	0.164893	0.166839	0.165268	0.165666	0.168300	0.169034
510000	199	1140	0.013167	0.007136	0.000364	0.000112	0.010038	0.000329	0.017776	0.035755	0.166589	0.164002	0.165127	0.166417	0.168058	0.169808
512000	200	570	0.013135	0.007180	0.000368	0.000112	0.010064	0.000330	0.017916	0.035971	0.168519	0.165041	0.166284	0.163369	0.165510	0.171277
514000	200	2570	0.013142	0.007184	0.000371	0.000112	0.010066	0.000333	0.017954	0.036020	0.168534	0.166487	0.167659	0.163799	0.165409	0.168112
516000	201	2000	0.013210	0.007117	0.000372	0.000112	0.009999	0.000327	0.017825	0.035752	0.164875	0.164813	0.167531	0.163531	0.169000	0.170250
518000	202	1430	0.013225	0.007126	0.000369	0.000112	0.010020	0.000334	0.018017	0.035977	0.164908	0.168636	0.165526	0.166901	0.165033	0.168995
520000	203	860	0.013376	0.007128	0.000367	0.000112	0.009970	0.000338	0.017780	0.035696	0.165612	0.164416	0.164033	0.164432	0.169824	0.171684
522000	204	290	0.013378	0.007082	0.000368	0.000112	0.009991	0.000334	0.017598	0.035485	0.169464	0.166057	0.164018	0.165479	0.164518	0.170464
524000	204	2290	0.013236	0.007149	0.000368	0.000112	0.010017	0.000330	0.017864	0.035841	0.165000	0.164687	0.166187	0.165375	0.167344	0.171406
526000	205	1720	0.013290	0.007163	0.000369	0.000112	0.010034	0.000326	0.017943	0.035948	0.166956	0.164924	0.168487	0.163510	0.167190	0.168933
528000	206	1150	0.013429	0.007089	0.000362	0.000112	0.009949	0.000331	0.017802	0.035645	0.168112	0.168675	0.164033	0.163471	0.166917	0.168792
530000	207	580	0.013542	0.007037	0.000366	0.000112	0.009903	0.000332	0.017449	0.035199	0.163572	0.168566	0.164049	0.166143	0.167995	0.169675
532000	208	10	0.013414	0.007077	0.000363	0.000113	0.009958	0.000330	0.017687	0.035527	0.164072	0.165791	0.167995	0.164354	0.166276	0.171512
534000	208	2010	0.013534	0.007119	0.000360	0.000112	0.009997	0.000331	0.017876	0.035795	0.165750	0.167531	0.165687	0.164031	0.166344	0.170656
536000	209	1440	0.013538	0.007015	0.000365	0.000112	0.009883	0.000330	0.017647	0.035352	0.165354	0.165745	0.166010	0.164541	0.167948	0.170402
538000	210	870	0.013514	0.006982	0.000361	0.000113	0.009860	0.000322	0.017661	0.035298	0.166065	0.167815	0.162924	0.164408	0.166479	0.172309
540000	211	300	0.013354	0.006988	0.000364	0.000113	0.009840	0.000327	0.017520	0.035152	0.166002	0.166565	0.165002	0.166213	0.166714	0.169503
542000	211	2300	0.013456	0.007045	0.000370	0.000113	0.009916	0.000334	0.017946	0.035724	0.164344	0.167531	0.164750	0.164406	0.167625	0.171344
544000	212	1730	0.013365	0.006958	0.000372	0.000113	0.009803	0.000324	0.017539	0.035109	0.165143	0.164580	0.164361	0.166839	0.169308	0.169769
546000	213	1160	0.013324	0.007010	0.000366	0.000113	0.009895	0.000322	0.017765	0.035471	0.167159	0.165330	0.163142	0.164307	0.170277	0.169785
548000	214	590	0.013339	0.006966	0.000363	0.000113	0.009853	0.000328	0.017552	0.035174	0.164658	0.165877	0.167323	0.165745	0.168433	0.167964
550000	215	20	0.013404	0.006932	0.000368	0.000113	0.009816	0.000332	0.017651	0.035212	0.167690	0.166221	0.166127	0.160610	0.169456	0.169894
552000	215	2020	0.013271	0.007012	0.000371	0.000113	0.009873	0.000331	0.017723	0.035423	0.166625	0.165375	0.166625	0.165937	0.166656	0.168781
554000	216	1450	0.013451	0.006982	0.000371	0.000113	0.009858	0.000330	0.017647	0.035301	0.166424	0.167901	0.164486	0.165143	0.165940	0.170105
556000	217	880	0.013492	0.006971	0.000370	0.000113	0.009806	0.000326	0.017626	0.035212	0.167925	0.166690	0.161595	0.163783	0.169691	0.170316
558000	218	310	0.013478	0.006949	0.000370	0.000114	0.009819	0.000331	0.017449	0.035031	0.166299	0.167159	0.166378	0.164400	0.167925	0.167839
560000	218	2310	0.013527	0.006858	0.000370	0.000113	0.009707	0.000331	0.017289	0.034669	0.166781	0.165031	0.165469	0.164969	0.168844	0.168906
562000	219	1740	0.013390	0.006933	0.000369	0.000113	0.009791	0.000329	0.017503	0.035038	0.168136	0.166401	0.165057	0.162001	0.165158	0.173246
564000	220	1170	0.013290	0.007083	0.000368	0.000112	0.009910	0.000325	0.017716	0.035515	0.163994	0.168503	0.166589	0.166448	0.165401	0.169066
566000	221	600	0.013294	0.006940	0.000371	0.000113	0.009794	0.000331	0.017376	0.034925	0.166565	0.167417	0.164518	0.164064	0.167261	0.170175
568000	222	30	0.013257	0.006846	0.000371	0.000113	0.009724	0.000325	0.017368	0.034748	0.168737	0.166409	0.164541	0.165510	0.165627	0.169175
570000	222	2030	0.013334	0.006887	0.000373	0.000113	0.009756	0.000329	0.017393	0.034851	0.166625	0.167031	0.165437	0.164563	0.167656	0.168687
572000	223	1460	0.013432	0.006905	0.000380	0.000113	0.009775	0.000331	0.017454	0.034957	0.164244	0.166362	0.166674	0.163174	0.168034	0.171512
574000	224	890	0.013363	0.006872	0.000375	0.000113	0.009696	0.000332	0.017336	0.034724	0.167190	0.165440	0.164260	0.164729	0.169222	0.169159
576000	225	320	0.013339	0.006866	0.000373	0.000113	0.009709	0.000332	0.017298	0.034691	0.165002	0.166792	0.165729	0.165651	0.168144	0.168683
578000	225	2320	0.013449	0.006519	0.000367	0.000114	0.009447	0.000331	0.016997	0.033775	0.167531	0.165969	0.165594	0.166375	0.165969	0.168563
580000	226	1750	0.013285	0.006437	0.000366	0.000114	0.009373	0.000336	0.016926	0.033552	0.168886	0.164744	0.163596	0.165510	0.168331	0.168933
582000	227	1180	0.013329	0.006362	0.000364	0.000114	0.009295	0.000328	0.016828	0.033292	0.167769	0.168151	0.164862	0.165870	0.165573	0.167776
584000	228	610	0.013429	0.006315	0.000365	0.000114	0.009260	0.000329	0.016677	0.033060	0.167198	0.166557	0.163736	0.165088	0.168370	0.169050
586000	229	40	0.013507	0.006241	0.000365	0.000114	0.009169	0.000320	0.016487	0.032697	0.169386	0.165041	0.165190	0.164807	0.165659	0.169917
588000	229	2040	0.013360	0.006256	0.000366	0.000114	0.009174	0.000331	0.016577	0.032819	0.167281	0.168875	0.162750	0.164187	0.168063	0.168844
590000	230	1470	0.013477	0.006261	0.000367	0.000114	0.009201	0.000327	0.016714	0.032984	0.168441	0.167339	0.165346	0.164666	0.165924	0.168284
592000	231	900	0.013386	0.006239	0.000368	0.000114	0.009198	0.000323	0.016563	0.032805	0.168534	0.167073	0.167714	0.166432	0.163158	0.167089
594000	232	330	0.013360	0.006253	0.000368	0.000114	0.009195	0.000341	0.016867	0.033138	0.165635	0.168175	0.166112	0.164080	0.168777	0.167221
596000	232	2330	0.013391	0.006243	0.000367	0.000114	0.009192	0.000336	0.016558	0.032811	0.166875	0.166625	0.165219	0.163625	0.167437	0.170219
598000	233	1760	0.013476	0.006229	0.000366	0.000114	0.009176	0.000318	0.016737	0.032939	0.166088	0.167057	0.165784	0.164471	0.167979	0.168620
600000	234	1190	0.013383	0.006186	0.000365	0.000114	0.009124	0.000326	0.016815	0.032930	0.166088	0.167573	0.164893	0.164299	0.168339	0.168808
602000	235	620	0.013456	0.006193	0.000370	0.000114	0.009127	0.000326	0.016622	0.032752	0.166190	0.166159	0.166635	0.165752	0.166932	0.168331
604000	236	50	0.013391	0.006215	0.000367	0.000114	0.009170	0.000329	0.016672	0.032868	0.166628	0.165705	0.165276	0.165268	0.165885	0.171238
606000	236	2050	0.013298	0.006175	0.000367	0.000114	0.009110	0.000332	0.016521	0.032619	0.171625	0.162656	0.163719	0.166719	0.164469	0.170813
608000	237	1480	0.013350	0.006228	0.000366	0.000114	0.009157	0.000328	0.016546	0.032739	0.168511	0.163306	0.165299	0.166268	0.165596	0.171019
610000	238	910	0.013547	0.006196	0.000369	0.000114	0.009129	0.000329	0.016604	0.032742	0.166854	0.166057	0.164424	0.164533	0.168011	0.170121
